4106,18,102.66667,Asia,Lao PDR,1/24/2004,H5N1 HPAI,domestic,chicken,0,1600,1600,0,0
3782,14.12583,99.70111,Asia,Thailand,1/24/2004,H5N1 HPAI,domestic,chicken,0,1196263,0,0,0
3590,23.672,116.646,Asia,China,1/24/2004,H5N1 HPAI,domestic,"duck,chicken,goose",180,80,80,0,0
3586,30.4,114.83333,Asia,China,1/25/2004,H5N1 HPAI,domestic,"duck,chicken,goose",564,200,200,0,0
4098,17.93611,102.67083,Asia,Lao PDR,1/26/2004,H5N1 HPAI,domestic,duck,0,2000,2000,0,0
3910,29.85,115.55,Asia,China,1/26/2004,H5N1 HPAI,domestic,"duck,chicken,goose",0,1400,1400,0,0
3900,26.732,110.629,Asia,China,1/26/2004,H5N1 HPAI,domestic,"duck,chicken,goose",0,1300,1300,0,0
3818,15.36667,100.05,Asia,Thailand,1/26/2004,H5N1 HPAI,domestic,chicken,0,124883,0,0,0
3808,14.76667,100.4,Asia,Thailand,1/26/2004,H5N1 HPAI,domestic,chicken,0,657775,0,0,0
3754,15.31667,100.08333,Asia,Thailand,1/26/2004,H5N1 HPAI,domestic,chicken,0,5764,0,0,0
3724,24.75861,103.26528,Asia,China,1/26/2004,H5N1 HPAI,domestic,"duck,chicken",7400,3474,2653,0,0
3652,32.9,115.81667,Asia,China,1/26/2004,H5N1 HPAI,domestic,chicken,372,11,11,0,0
3928,28.579,112.374,Asia,China,1/27/2004,H5N1 HPAI,domestic,"duck,chicken",0,321,296,0,0
3924,27.27667,111.66806,Asia,China,1/27/2004,H5N1 HPAI,domestic,"duck,chicken",0,840,457,0,0
3786,13.81667,100.05,Asia,Thailand,1/27/2004,H5N1 HPAI,domestic,chicken,0,601132,0,0,0
3744,14.58333,100.45,Asia,Thailand,1/27/2004,H5N1 HPAI,domestic,chicken,0,2955056,0,0,0
4376,18.04861,102.66083,Asia,Lao PDR,1/28/2004,H5N1 HPAI,domestic,chicken,0,2940,2940,0,0
4174,13.33,103.86,Asia,Cambodia,1/28/2004,H5N1 HPAI,domestic,chicken,7,2,2,0,0
4140,18.23333,104.06667,Asia,Lao PDR,1/28/2004,H5N1 HPAI,domestic,chicken,0,345,345,0,0
3942,18.00167,102.63361,Asia,Lao PDR,1/28/2004,H5N1 HPAI,domestic,chicken,0,1000,1000,0,0
3906,30.77111,111.32167,Asia,China,1/28/2004,H5N1 HPAI,domestic,"duck,chicken",0,4703,4703,0,0
3798,13.53333,99.8,Asia,Thailand,1/28/2004,H5N1 HPAI,domestic,chicken,0,439900,0,0,0
3756,16.43333,103.51667,Asia,Thailand,1/28/2004,H5N1 HPAI,domestic,chicken,0,24958,0,0,0
3734,22.9525,115.43333,Asia,China,1/28/2004,H5N1 HPAI,domestic,duck,750,750,195,0,0
3660,33.27,115.353,Asia,China,1/28/2004,H5N1 HPAI,domestic,chicken,0,2700,2700,0,0
171029,11.51788,108.108937,Asia,Vietnam,1/29/2004,H5N1 HPAI,,,0,0,0,1,1
3804,17.16667,104.15,Asia,Thailand,1/29/2004,H5N1 HPAI,domestic,chicken,0,7017,0,0,0
3750,13.75,100.51667,Asia,Thailand,1/29/2004,H5N1 HPAI,domestic,chicken,0,1531224,0,0,0
3918,30.26472,111.64639,Asia,China,1/30/2004,H5N1 HPAI,domestic,"duck,chicken,goose",0,187,187,0,0
3914,29.9,113.4,Asia,China,1/30/2004,H5N1 HPAI,domestic,"duck,chicken,goose",0,638,638,0,0
3902,23.55,116.35,Asia,China,1/30/2004,H5N1 HPAI,domestic,"unspecified bird,chicken,duck,goose",0,2500,1300,0,0
3698,36.22722,103.80083,Asia,China,1/30/2004,H5N1 HPAI,domestic,chicken,1200,400,200,0,0
3634,34.15861,108.93583,Asia,China,1/30/2004,H5N1 HPAI,domestic,"duck,chicken,goose",5425,1919,1919,0,0
3598,31.22222,121.45806,Asia,China,1/30/2004,H5N1 HPAI,domestic,"duck,chicken",0,300,300,0,0
3594,30.89306,119.41361,Asia,China,1/30/2004,H5N1 HPAI,domestic,"duck,chicken",0,3700,3700,0,0
3916,30.06056,112.22417,Asia,China,1/31/2004,H5N1 HPAI,domestic,"duck,chicken,goose",0,264,264,0,0
171254,10.79833,106.65595,Asia,Vietnam,2/1/2004,H5N1 HPAI,,,0,0,0,1,1
171030,11.51788,108.108937,Asia,Vietnam,2/1/2004,H5N1 HPAI,,,0,0,0,1,1
4002,22.543447,114.057818,Asia,China,2/1/2004,H5N1 HPAI,captive,swan,0,66,66,0,0
3688,25.015,102.744,Asia,China,2/1/2004,H5N1 HPAI,domestic,"unspecified bird,chicken,quail",1598,1598,48206,0,0
4152,15.11667,105.78333,Asia,Lao PDR,2/2/2004,H5N1 HPAI,domestic,chicken,0,63,63,0,0
3922,29.83333,115.16667,Asia,China,2/2/2004,H5N1 HPAI,domestic,"chicken,duck",0,86,86,0,0
3848,28.48694,115.11361,Asia,China,2/2/2004,H5N1 HPAI,domestic,"duck,quail,chicken",0,400,400,0,0
3842,32.95389,114.62722,Asia,China,2/2/2004,H5N1 HPAI,domestic,chicken,2600,1500,790,0,0
3720,28.236,116.59,Asia,China,2/2/2004,H5N1 HPAI,domestic,"duck,unspecified bird,chicken",3696,841,585,0,0
173541,15.09209,100.90189,Asia,Thailand,2/3/2004,H5N1 HPAI,,,0,0,0,1,0
171031,11.51788,108.108937,Asia,Vietnam,2/3/2004,H5N1 HPAI,,,0,0,0,1,0
3932,21.85,111.96667,Asia,China,2/3/2004,H5N1 HPAI,domestic,goose,0,760,497,0,0
171032,10.768586,106.641754,Asia,Vietnam,2/4/2004,H5N1 HPAI,,,0,0,0,1,0
4144,16.63333,105.13333,Asia,Lao PDR,2/4/2004,H5N1 HPAI,domestic,chicken,0,164,164,0,0
3990,30.083,115.938,Asia,China,2/4/2004,H5N1 HPAI,domestic,"unspecified bird,chicken,duck,goose",0,2290,2290,0,0
3854,25.76333,102.52333,Asia,China,2/4/2004,H5N1 HPAI,domestic,"duck,quail,chicken",0,8326,8326,0,0
171255,11.69431,108.318128,Asia,Vietnam,2/5/2004,H5N1 HPAI,,,0,0,0,1,1
3862,31.17833,115.03194,Asia,China,2/5/2004,H5N1 HPAI,domestic,"duck,chicken",107532,6579,318,0,0
3858,24.90583,102.49167,Asia,China,2/5/2004,H5N1 HPAI,domestic,"duck,chicken,goose",366,55,33,0,0
3730,22.73333,111.45,Asia,China,2/5/2004,H5N1 HPAI,domestic,"duck,chicken",1252,1252,750,0,0
3714,31.675,118.48333,Asia,China,2/5/2004,H5N1 HPAI,domestic,chicken,0,18200,18200,0,0
4474,11.02,104.78,Asia,Cambodia,2/6/2004,H5N1 HPAI,domestic,chicken,2000,690,690,0,0
4462,11.02,104.78,Asia,Cambodia,2/6/2004,H5N1 HPAI,domestic,chicken,1200,1020,1020,0,0
3996,25.118,114.312,Asia,China,2/6/2004,H5N1 HPAI,domestic,"unspecified bird,chicken,goose",0,750,500,0,0
3890,34.56528,110.06639,Asia,China,2/7/2004,H5N1 HPAI,domestic,"duck,chicken,goose",22700,377,377,0,0
3888,22.81667,108.31667,Asia,China,2/7/2004,H5N1 HPAI,domestic,"duck,chicken,goose",0,600,450,0,0
3876,21.697,110.904,Asia,China,2/7/2004,H5N1 HPAI,domestic,"duck,chicken",0,310,200,0,0
3872,22.232,113.196,Asia,China,2/7/2004,H5N1 HPAI,domestic,"duck,unspecified bird,chicken",0,1140,2172,0,0
3956,29.65,91.1,Asia,China,2/8/2004,H5N1 HPAI,domestic,chicken,0,425,425,0,0
3884,39.14222,117.17667,Asia,China,2/8/2004,H5N1 HPAI,domestic,"duck,chicken,goose",0,236,236,0,0
171256,19.78177,105.73976,Asia,Vietnam,2/9/2004,H5N1 HPAI,,,0,0,0,1,0
4456,11.43,104.95,Asia,Cambodia,2/9/2004,H5N1 HPAI,domestic,chicken,2500,1700,1700,0,0
4480,13.36667,103.85,Asia,Cambodia,2/11/2004,H5N1 HPAI,domestic,chicken,2000,2,2,0,0
171043,10.55354,105.653695,Asia,Vietnam,2/12/2004,H5N1 HPAI,,,0,0,0,1,1
3994,25.339,103.037,Asia,China,2/12/2004,H5N1 HPAI,domestic,"unspecified bird,duck,chicken",0,219,219,0,0
173542,14.960622,102.07416,Asia,Thailand,2/13/2004,H5N1 HPAI,,,0,0,0,1,0
171257,10.792985,106.998065,Asia,Vietnam,2/13/2004,H5N1 HPAI,,,0,0,0,1,0
4460,11.52,104.99,Asia,Cambodia,2/13/2004,H5N1 HPAI,domestic,chicken,2700,167,167,0,0
4110,18.18806,102.57389,Asia,Lao PDR,2/13/2004,H5N1 HPAI,domestic,chicken,0,1775,1775,0,0
3962,45.76667,123.76667,Asia,China,2/14/2004,H5N1 HPAI,domestic,chicken,0,49,49,0,0
4102,18.00944,102.68722,Asia,Lao PDR,2/17/2004,H5N1 HPAI,domestic,chicken,0,850,850,0,0
3968,33.23722,131.60444,Asia,Japan,2/17/2004,H5N1 HPAI,domestic,"chicken,duck",0,14,7,0,0
173561,13.92318,100.10776,Asia,Thailand,2/20/2004,H5N1 HPAI,domestic,"pigeon,cat",15,14,14,0,0
4486,11,104.73,Asia,Cambodia,2/21/2004,H5N1 HPAI,domestic,duck,1000,800,0,0,0
4196,35.44361,137.74778,Asia,Japan,2/26/2004,H5N1 HPAI,domestic,chicken,200000,67500,67500,0,0
173543,14.342208,100.567016,Asia,Thailand,3/1/2004,H5N1 HPAI,,,0,0,0,1,1
4398,34.81611,135.56833,Asia,Japan,3/10/2004,H5N1 HPAI,wild,crow,0,1,1,0,0
171258,11.339,106.06374,Asia,Vietnam,3/13/2004,H5N1 HPAI,,,0,0,0,1,1
4864,35.01333,135.57333,Asia,Japan,3/14/2004,H5N1 HPAI,wild,crow,0,1,1,0,0
4406,17.63111,100.10083,Asia,Thailand,3/14/2004,H5N1 HPAI,domestic,chicken,0,2209,2209,0,0
4514,18.85222,99.04528,Asia,Thailand,3/19/2004,H5N1 HPAI,domestic,chicken,0,20000,20000,0,0
4426,35.33861,129.03861,Asia,Republic of Korea,3/21/2004,H5N1 HPAI,wild,magpie,0,1,1,0,0
4904,11.127599,104.772236,Asia,Cambodia,3/24/2004,H5N1 HPAI,domestic,chicken,0,24,24,0,0
4900,12.06,105.46,Asia,Cambodia,3/27/2004,H5N1 HPAI,domestic,chicken,0,3,3,0,0
4868,35.01333,135.57333,Asia,Japan,4/2/2004,H5N1 HPAI,wild,crow,0,1,1,0,0
4566,13.46667,101.09972,Asia,Thailand,4/6/2004,H5N1 HPAI,domestic,chicken,5526,200,200,0,0
4812,17.63111,100.10083,Asia,Thailand,4/19/2004,H5N1 HPAI,domestic,"chicken,goose",0,5,0,0,0
150215,10.093066,105.784315,Asia,Vietnam,5/20/2004,H5N1 HPAI,domestic,quail,0,3000,3000,0,0
4888,18.79028,98.98167,Asia,Thailand,5/22/2004,H5N1 HPAI,domestic,chicken,2048,473,473,0,0
4978,31.599,117.862,Asia,China,6/28/2004,H5N1 HPAI,domestic,chicken,8160,1850,1520,0,0
117373,14.4886,100.3561,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,chicken,11327,3000,3000,0,0
100135,14.583,101.0166,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,chicken",0,107000,0,0,0
100105,13.7166,100.2166,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,chicken",0,168,136,0,0
100097,14.1756,100.084,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,chicken",0,3000,3000,0,0
5810,14.817,100.49,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,chicken",6500,5385,5385,0,0
5806,8.3065,99.7745,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,chicken",95,54,54,0,0
5796,14.4009,100.1268,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,chicken",13740,1300,1300,0,0
5792,14.2218,100.0363,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,chicken",7500,2000,2000,0,0
5788,14.4666,100.1166,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,chicken",5487,1187,1187,0,0
5784,16.1129,99.5566,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,chicken",9000,2000,600,0,0
5780,14.583,100.45,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,chicken",20200,5000,1100,0,0
5764,15.5647,101.8413,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken",20,6,6,0,0
5760,14.6222,99.9999,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,goat,chicken",6500,1199,1199,0,0
5678,13.6024,100.9049,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken",2,2,2,0,0
5664,14.65,100.4666,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken",35,35,35,0,0
5660,17.163,99.8672,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken",24,11,11,0,0
5658,17.0638,99.8233,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken",1740,156,156,0,0
5462,17.0152,99.7077,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",20,9,9,0,0
5458,14.8988,101.8138,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",37,25,25,0,0
5454,14.883,103.483,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",28,2,1,0,0
5446,15.6166,99.8666,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",17,6,6,0,0
5412,17.0225,100.1782,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",45,29,29,0,0
5408,15.25,100.3497,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",15,10,10,0,0
5406,14.817,100.49,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",207,165,165,0,0
5402,14.4009,100.1268,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",7500,1500,1500,0,0
5400,14.4666,100.1166,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",75453,8160,8160,0,0
5398,14.2218,100.0363,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",3524,924,924,0,0
5392,14.883,100.4166,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",150,60,60,0,0
5390,16.4166,101.133,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",150,8,8,0,0
5386,13.9,99.7666,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",36,8,8,0,0
5378,16.183,100.8497,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,"duck,quail,chicken,turkey",94,92,92,0,0
4928,14.2833,100.5,Asia,Thailand,7/3/2004,H5N1 HPAI,domestic,chicken,26000,800,700,0,0
117375,13.9844,100.548,Asia,Thailand,7/7/2004,H5N1 HPAI,domestic,chicken,850,120,120,0,0
150224,9.948355,106.266891,Asia,Vietnam,7/8/2004,H5N1 HPAI,domestic,quail,0,9000,9000,0,0
117383,17.3652,99.78,Asia,Thailand,7/9/2004,H5N1 HPAI,domestic,chicken,100,20,20,0,0
117381,17.5505,99.8963,Asia,Thailand,7/9/2004,H5N1 HPAI,domestic,chicken,225,35,35,0,0
117379,17.3736,99.9127,Asia,Thailand,7/9/2004,H5N1 HPAI,domestic,chicken,600,23,23,0,0
117377,17.6108,99.9952,Asia,Thailand,7/9/2004,H5N1 HPAI,domestic,chicken,1570,484,484,0,0
4966,17.6311,100.1008,Asia,Thailand,7/9/2004,H5N1 HPAI,domestic,chicken,1590,484,484,0,0
4960,17.0063,99.8233,Asia,Thailand,7/9/2004,H5N1 HPAI,domestic,chicken,225,35,35,0,0
4956,17.0063,99.8233,Asia,Thailand,7/9/2004,H5N1 HPAI,domestic,chicken,100,20,20,0,0
4950,17.0063,99.8233,Asia,Thailand,7/9/2004,H5N1 HPAI,domestic,chicken,600,23,23,0,0
117397,14.0443,100.3581,Asia,Thailand,7/12/2004,H5N1 HPAI,domestic,chicken,100,30,30,0,0
117387,14.5741,100.1258,Asia,Thailand,7/12/2004,H5N1 HPAI,domestic,chicken,4701,4701,4701,0,0
5010,14.0166,100.4166,Asia,Thailand,7/12/2004,H5N1 HPAI,domestic,"duck,chicken",100,30,30,0,0
4976,15.683,100.1166,Asia,Thailand,7/12/2004,H5N1 HPAI,domestic,"duck,chicken",8000,400,400,0,0
117399,19.9405,99.7069,Asia,Thailand,7/13/2004,H5N1 HPAI,domestic,chicken,472,55,55,0,0
117435,14.5091,100.888,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,8000,1,1,0,0
117433,14.0716,100.8799,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,4500,245,245,0,0
117431,13.9214,100.5921,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,269,48,48,0,0
117425,13.9214,100.5921,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,3,3,3,0,0
117423,14.9958,100.383,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,22,22,22,0,0
117421,13.9214,100.5921,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,38,8,8,0,0
117419,13.9214,100.5921,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,1,1,1,0,0
117417,14.9958,100.383,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,40,25,25,0,0
117415,13.8327,100.8336,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,150,131,131,0,0
117413,13.9213,100.5922,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,7,4,4,0,0
117411,14.9958,100.383,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,78,50,50,0,0
117409,14.5919,100.7441,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,10000,1,1,0,0
117407,14.7025,100.6002,Asia,Thailand,7/14/2004,H5N1 HPAI,domestic,chicken,14000,4179,4179,0,0
117441,13.8055,100.7222,Asia,Thailand,7/15/2004,H5N1 HPAI,domestic,chicken,6,5,5,0,0
117465,18.0608,102.1819,Asia,Thailand,7/16/2004,H5N1 HPAI,domestic,chicken,1320,28,28,0,0
117463,13.9608,100.4238,Asia,Thailand,7/16/2004,H5N1 HPAI,domestic,chicken,700,300,300,0,0
117461,14.423,100.2372,Asia,Thailand,7/16/2004,H5N1 HPAI,domestic,chicken,23700,2341,2341,0,0
117455,14.7391,100.6011,Asia,Thailand,7/16/2004,H5N1 HPAI,domestic,chicken,250,30,220,0,0
117453,18.0608,102.1819,Asia,Thailand,7/16/2004,H5N1 HPAI,domestic,chicken,75,24,24,0,0
117449,14.4886,100.3561,Asia,Thailand,7/16/2004,H5N1 HPAI,domestic,chicken,8000,1228,1228,0,0
117447,14.3047,100.6027,Asia,Thailand,7/16/2004,H5N1 HPAI,domestic,chicken,3100,589,589,0,0
117445,14.2725,101.1638,Asia,Thailand,7/16/2004,H5N1 HPAI,domestic,chicken,1500,779,779,0,0
117443,14.743,100.6391,Asia,Thailand,7/16/2004,H5N1 HPAI,domestic,chicken,240,230,230,0,0
117469,13.8263,100.5341,Asia,Thailand,7/17/2004,H5N1 HPAI,domestic,chicken,38,21,21,0,0
171259,20.72139,105.77414,Asia,Vietnam,7/19/2004,H5N1 HPAI,,,0,0,0,1,1
117485,14.0672,100.328,Asia,Thailand,7/19/2004,H5N1 HPAI,domestic,chicken,150,148,148,0,0
117483,17.5813,100.0166,Asia,Thailand,7/19/2004,H5N1 HPAI,domestic,chicken,1157,184,184,0,0
117481,14.0894,100.6633,Asia,Thailand,7/19/2004,H5N1 HPAI,domestic,chicken,3000,600,600,0,0
117479,14.0672,100.328,Asia,Thailand,7/19/2004,H5N1 HPAI,domestic,chicken,500,300,300,0,0
117477,14.0672,100.328,Asia,Thailand,7/19/2004,H5N1 HPAI,domestic,chicken,50000,9365,9365,0,0
117475,17.6108,99.9952,Asia,Thailand,7/19/2004,H5N1 HPAI,domestic,chicken,217,68,68,0,0
117493,13.8966,100.4091,Asia,Thailand,7/20/2004,H5N1 HPAI,domestic,chicken,10000,4887,4887,0,0
117491,13.9608,100.4238,Asia,Thailand,7/20/2004,H5N1 HPAI,domestic,chicken,4200,1554,1554,0,0
117487,13.7408,100.5597,Asia,Thailand,7/20/2004,H5N1 HPAI,domestic,chicken,46,26,26,0,0
117507,13.9655,100.4341,Asia,Thailand,7/21/2004,H5N1 HPAI,domestic,chicken,700,80,80,0,0
117505,15.2041,100.3136,Asia,Thailand,7/21/2004,H5N1 HPAI,domestic,chicken,16000,1033,1033,0,0
117503,17.2694,99.8269,Asia,Thailand,7/21/2004,H5N1 HPAI,domestic,chicken,473,86,86,0,0
117499,6.5033,101.7613,Asia,Thailand,7/21/2004,H5N1 HPAI,domestic,chicken,76,15,15,0,0
117545,14.014,100.5784,Asia,Thailand,7/22/2004,H5N1 HPAI,domestic,chicken,20,2,2,0,0
117543,16.0057,100.0956,Asia,Thailand,7/22/2004,H5N1 HPAI,domestic,chicken,5,1,1,0,0
117541,17.558,102.2747,Asia,Thailand,7/22/2004,H5N1 HPAI,domestic,chicken,90,1,1,0,0
117537,16.7655,100.188,Asia,Thailand,7/22/2004,H5N1 HPAI,domestic,chicken,5600,322,322,0,0
117535,16.7163,100.2322,Asia,Thailand,7/22/2004,H5N1 HPAI,domestic,chicken,6000,121,121,0,0
117533,16.0311,100.378,Asia,Thailand,7/22/2004,H5N1 HPAI,domestic,chicken,5500,2840,2840,0,0
117531,14.014,100.5784,Asia,Thailand,7/22/2004,H5N1 HPAI,domestic,chicken,9,2,2,0,0
117527,14.0141,100.5783,Asia,Thailand,7/22/2004,H5N1 HPAI,domestic,chicken,153,70,70,0,0
117521,14.0983,100.6861,Asia,Thailand,7/22/2004,H5N1 HPAI,domestic,chicken,6000,850,850,0,0
117517,17.4475,99.8502,Asia,Thailand,7/22/2004,H5N1 HPAI,domestic,chicken,70,51,51,0,0
117515,15.7183,100.0086,Asia,Thailand,7/22/2004,H5N1 HPAI,domestic,chicken,70,54,54,0,0
117555,13.7819,100.3691,Asia,Thailand,7/23/2004,H5N1 HPAI,domestic,chicken,52,10,10,0,0
117551,16.5066,102.2075,Asia,Thailand,7/23/2004,H5N1 HPAI,domestic,chicken,78,41,41,0,0
117549,16.5066,102.2075,Asia,Thailand,7/23/2004,H5N1 HPAI,domestic,chicken,51,14,14,0,0
117547,16.5066,102.2074,Asia,Thailand,7/23/2004,H5N1 HPAI,domestic,chicken,130,114,114,0,0
117557,19.4594,99.7333,Asia,Thailand,7/24/2004,H5N1 HPAI,domestic,chicken,964,91,91,0,0
